Long,Lat,Mag_nT,Easting,Northing,Heading,Dir,Dist
-116.6102733899864,36.76391222750976,48315.8,534783.3323331053,4068753.7124067442,355.1854754399059,NS,38.57450364811074
-116.61027504201476,36.76393195547976,48316.2,534783.1759785012,4068755.9002216696,355.9122438122899,NS,2.193394836711657
-116.61027641643136,36.76395165945233,48317.1,534783.0444119184,4068758.08547545,356.55457800438506,NS,2.1892107824937077
-116.61027756725468,36.76397112197412,48316.8,534782.9329103443,4068760.2440264514,357.0429716807525,NS,2.1614289317256983
-116.61027856492564,36.76399030556534,48315.7,534782.8352037698,4068762.371691463,357.3707119802084,NS,2.129907269487357
-116.61027944500536,36.76400915663274,48315.5,534782.7481425304,4068764.4625124834,357.6155961985783,NS,2.092632838879503
-116.61028022056836,36.764027631623264,48315.8,534782.6705793721,4068766.511653442,357.83230087790383,NS,2.0506083759870926
-116.61028091412312,36.764045741408815,48315.8,534782.6005004746,4068768.520312173,358.0018521432437,NS,2.009880829567029
-116.61028154349088,36.76406356519659,48314.9,534782.536279506,4068770.497268623,358.139414268736,NS,1.977999276920478
-116.61028211380508,36.76408116190148,48314.2,534782.4774316901,4068772.44905633,358.27301385081626,NS,1.9526746575831233
-116.61028262468216,36.7640985989369,48314.4,534782.4239608102,4068774.3831535736,358.4163797498297,NS,1.9348362417031333
-116.61028307900574,36.76411593697232,48315.8,534782.3755820988,4068776.306289342,358.55896212340485,NS,1.9237441836856157
-116.6102834784607,36.764133239724025,48316.7,534782.3321164009,4068778.2255310477,358.7026254219792,NS,1.9197338333239986
-116.61028382349907,36.764150545980094,48316.5,534782.2935058555,4068780.1451812685,358.84774682769876,NS,1.9200384747063173
-116.61028412006732,36.764167907195656,48316.1,534782.2591964907,4068782.070945739,358.9793280114676,NS,1.9260700734433922
-116.61028438602531,36.76418534053653,48316.2,534782.2275865473,4068784.0047221673,359.06351373299105,NS,1.9340347628169559
-116.61028463784812,36.76420287075959,48316.1,534782.1971944346,4068785.9492508373,359.10456552210354,NS,1.9447661631055102
-116.61028487870696,36.76422050640078,48315.1,534782.1677332637,4068787.905477485,359.13717914396045,NS,1.956448480864402
-116.61028510821932,36.764238266078976,48314.6,534782.1392287624,4068789.8754676343,359.1710244529425,NS,1.9701963593271883
-116.61028533001677,36.76425615553783,48314.8,534782.1113542173,4068791.8598571043,359.1952241324111,NS,1.9845852359490201
-116.6102855518242,36.76427418803961,48315.2,534782.0834141887,4068793.8601142685,359.1997320926326,NS,2.0004522909307347
-116.61028578881177,36.76429238507015,48314.3,534782.0540450293,4068795.8786170282,359.166406812616,NS,2.0187164086689147
-116.61028606906406,36.7643107782285,48312.6,534782.0207259039,4068797.918860449,359.0643883190438,NS,2.0405154691969036
-116.6102864107026,36.76432938825099,48310.9,534781.9818300952,4068799.983138219,358.92054159002015,NS,2.064644181365028
-116.61028681266856,36.764348185161374,48309.0,534781.9374656449,4068802.0681254696,358.7810418287636,NS,2.085459191570348
-116.6102872814584,36.7643671561111,48307.6,534781.887058553,4068804.1723945583,358.62776039393685,NS,2.104872744993458
-116.61028782423392,36.7643862834141,48306.7,534781.8299776111,4068806.293980973,358.4588380434452,NS,2.1223541524003715
-116.61028841590056,36.7644055368763,48304.7,534781.7684761615,4068808.4295444177,358.3504120087671,NS,2.1364488421476793
-116.61028902202564,36.76442485199048,48301.9,534781.7056564724,4068810.5719416444,358.320445900548,NS,2.1433180330039967
-116.61028962824176,36.76444418352615,48299.4,534781.6428212652,4068812.7161604734,358.32145763194256,NS,2.145139307802816
-116.61029022004972,36.7644634920963,48297.5,534781.581282384,4068814.8578369883,358.3541173277665,NS,2.1425604608182582
-116.61029077967932,36.764482737059154,48296.2,534781.522644182,4068816.992469275,358.42648458982694,NS,2.135437528423377
-116.6102912993642,36.764501903895486,48295.3,534781.4676063587,4068819.118449537,358.5170460659491,NS,2.126692558214515
-116.61029177582463,36.764520990467965,48295.2,534781.4164625987,4068821.2355418783,358.61614361119905,NS,2.1177100050023956
-116.61029220872408,36.76454001687392,48294.5,534781.369233856,4068823.345975805,358.7180095979123,NS,2.110962319311737
-116.610292608929,36.76455901106473,48292.9,534781.3249376711,4068825.452848006,358.79555552418515,NS,2.107337804719467
-116.61029298669467,36.76457801103208,48291.6,534781.2826415988,4068827.5603691554,358.85027908102194,NS,2.107945528850096
-116.61029334760144,36.764597027054535,48289.8,534781.2418429513,4068829.669677425,358.89191214930827,NS,2.109702800565934
-116.61029368574788,36.764616057286695,48287.5,534781.2030692598,4068831.7805702477,358.9476874163506,NS,2.11124889750996
-116.61029398770395,36.764635076631976,48284.5,534781.167530491,4068833.8902685484,359.0349194075911,NS,2.1099976123507656
-116.61029424491552,36.76465407470501,48281.7,534781.1359947933,4068835.997623392,359.1426562388157,NS,2.107590789682386
-116.61029445574547,36.7646730452801,48279.4,534781.1086110835,4068838.10194476,359.2544473159096,NS,2.1044995337481187
-116.61029462297655,36.76469199537128,48277.1,534781.0851278346,4068840.2040097034,359.359945997106,NS,2.1021961110415273
-116.61029477074275,36.76471092419997,48273.9,534781.0633914319,4068842.303723088,359.4068906464714,NS,2.099825890123789
-116.61029493574756,36.764729865467245,48271.0,534781.0401108683,4068844.404810021,359.3651745498491,NS,2.1012159064131843
-116.61029514485703,36.76474885676869,48266.9,534781.0128713718,4068846.5114312074,359.25918279875566,NS,2.1067972879517693
-116.61029541102504,36.764767930663936,48262.0,534780.9805021067,4068848.6271937634,359.1234944620406,NS,2.1160101518128855
-116.61029572002532,36.7647871123252,48256.2,534780.9442614028,4068850.7548952033,359.02418705333463,NS,2.128010057764934
-116.6102960400169,36.76480637814272,48250.9,534780.9070017299,4068852.891928076,359.0011357571913,NS,2.1373576634489577
-116.6102963392384,36.76482570851297,48245.9,534780.8715666445,4068855.0361293093,359.0532157101684,NS,2.14449401377015
-116.6102965946476,36.76484509173564,48240.7,534780.8400179438,4068857.1862093643,359.15934400375556,NS,2.1503115038109297
-116.610296802696,36.76486449055284,48234.9,534780.812689154,4068859.3380365297,359.2723671485044,NS,2.1520006999229255
-116.61029698038656,36.764883902631645,48228.6,534780.7880638132,4068861.4913458377,359.34479148778485,NS,2.1534501116329623
-116.61029715106768,36.76490331983173,48222.0,534780.7640617546,4068863.6452258006,359.36154299963965,NS,2.154013693836821
-116.6102973440695,36.764922731800986,48214.9,534780.7380699457,4068865.7985174065,359.3084315083843,NS,2.1534484702622754
-116.61029758435176,36.764942152151264,48207.9,534780.7078545863,4068867.952721544,359.1964090014927,NS,2.154416030969326
-116.61029788058032,36.76496158043028,48200.9,534780.6726424574,4068870.1077848924,359.06391296359647,NS,2.15535099913007
-116.6102982319426,36.76498101990171,48193.2,534780.6325046148,4068872.2640697868,358.9335994378357,NS,2.156658431908467
-116.61029862965596,36.76500046460154,48184.1,534780.5882275985,4068874.420917831,358.823964491197,NS,2.157302468283149
-116.61029905551042,36.76501991754365,48175.5,534780.5414352898,4068876.5786699676,358.7576971373706,NS,2.158259438432906
-116.61029948748492,36.76503936614045,48167.5,534780.4940987485,4068878.7359378664,358.7429707443789,NS,2.157787184889173
-116.6102999075539,36.76505880953193,48159.3,534780.4478271379,4068880.8926326744,358.7709149590618,NS,2.1571911266725174
-116.61030029404672,36.76507825945357,48150.7,534780.40454925,4068883.0500640767,358.85080573324313,NS,2.1578654339334404
-116.6103006341377,36.76509770049089,48142.7,534780.365416735,4068885.2065268112,358.9603892254027,NS,2.156817766828025
-116.61030093055808,36.76511712962848,48135.0,534780.3301871902,4068887.3616853887,359.0634914348515,NS,2.1554465001334746
-116.6103011860672,36.765136536824045,48127.3,534780.2986188747,4068889.5144248167,359.1598604152957,NS,2.1529708784228765
-116.61030139954076,36.76515591008615,48119.3,534780.2708175458,4068891.663415301,359.2588101400032,NS,2.1491703087513496
-116.61030157747028,36.76517522751184,48111.7,534780.2462137275,4068893.8062247955,359.3421566370642,NS,2.1429507407217634
-116.610301723668,36.76519449620106,48105.0,534780.2244639683,4068895.9436395103,359.4169936276668,NS,2.137525371782595
-116.61030183599708,36.76521371879699,48098.8,534780.2057577875,4068898.075953427,359.4973733878122,NS,2.1323959668714796
-116.61030191408696,36.76523290808474,48093.3,534780.1901224802,4068900.2045849273,359.5791563693079,NS,2.128688922287893
-116.61030196965729,36.76525207397097,48087.8,534780.1765075976,4068902.330628697,359.63309097421404,NS,2.1260873629720756
-116.61030202414166,36.765271241565294,48082.8,534780.1629888619,4068904.4568623463,359.63571451318734,NS,2.1262766255181806
-116.61030209969176,36.76529042809436,48078.5,534780.1475814703,4068906.5851887716,359.58523134399945,NS,2.128382193232391
-116.61030222026872,36.765309639347805,48075.0,534780.1281442939,4068908.7162415073,359.4774238693344,NS,2.1311413764172125
-116.6103024055052,36.76532890274333,48071.8,534780.1029127529,4068910.8530548573,359.3234815631701,NS,2.1369623121369496
-116.61030266272748,36.7653482158618,48069.4,534780.0712340773,4068912.9953578087,359.152817237124,NS,2.1425371580618817
-116.6103029885208,36.76536758284967,48067.6,534780.0334111633,4068915.1436115596,358.9913344897194,NS,2.1485866869783257
-116.61030337081417,36.76538700438215,48065.7,534779.9905210378,4068917.2978954017,358.8594360178383,NS,2.1547107543869006
-116.61030378514036,36.7654064956001,48064.9,534779.944740553,4068919.459897794,358.78694092193297,NS,2.1624870395661393
-116.61030420758809,36.76542604139041,48064.2,534779.8982105952,4068921.627950932,358.77052782889604,NS,2.168552384994757
-116.61030462376252,36.76544563110034,48063.6,534779.8522207057,4068923.8008783404,358.78751899010587,NS,2.173414040733929
-116.610305022989,36.76546525288112,48064.0,534779.8077289392,4068925.9773695217,358.8289245215728,NS,2.1769458835372255
-116.61030540246809,36.76548487925825,48064.8,534779.7649975503,4068928.154377757,358.87551464298383,NS,2.1774275713400937
-116.6103057660929,36.76550449675718,48066.1,534779.7236851623,4068930.330406905,358.91235779163094,NS,2.1764212750637366
-116.6103061133676,36.7655240931476,48067.8,534779.6838415546,4068932.5041004396,358.9498910926359,NS,2.174058668664333
-116.61030643588047,36.765543662431895,48069.9,534779.6462201693,4068934.6747961105,359.0070783127351,NS,2.1710216636898885
-116.61030672309128,36.76556319458452,48071.6,534779.6117662401,4068936.841385612,359.0889375450019,NS,2.166863433730574
-116.61030696305104,36.76558269941328,48073.3,534779.5815417692,4068939.004961263,359.1996480540922,NS,2.1637867539980866
-116.61030714315557,36.76560218842236,48074.7,534779.5566664739,4068941.1668037972,359.34075376956685,NS,2.1619856436867466
-116.61030724835804,36.76562169520584,48075.6,534779.5384680883,4068943.33064526,359.5181411743173,NS,2.163917987566232
-116.61030727772086,36.765641212807765,48076.8,534779.5270334288,4068945.495714371,359.69739920381636,NS,2.1650993066195485
-116.6103072472882,36.76566076344225,48077.3,534779.5209205331,4068947.6644695033,359.838505421863,NS,2.168763747185909
-116.61030718333409,36.76568034863176,48077.9,534779.517783785,4068949.83707,359.91727779549745,NS,2.17260276093971
-116.61030712885751,36.76569995871842,48078.9,534779.5137899236,4068952.0124288886,359.89480763613017,NS,2.175362554965267
-116.61030712799156,36.765719595866734,48079.7,534779.5049991464,4068954.190770244,359.76878201589346,NS,2.178359093321596
-116.610307201933,36.76573924257946,48080.5,534779.4895275712,4068956.3701454042,359.59325907421413,NS,2.1794300763618644
-116.61030736779804,36.76575888015422,48081.3,534779.4658560461,4068958.548473501,359.3774009037005,NS,2.1784567103118904
-116.61030764850145,36.76577847396488,48081.8,534779.4319550974,4068960.7219051463,359.1063791739803,NS,2.173696020710305
-116.6103080426563,36.76579806105364,48081.5,534779.3879317885,4068962.8945499198,358.8392006299538,NS,2.1730907398301884
-116.6103085225617,36.76581763233408,48080.8,534779.3362624999,4068965.065409935,358.63654344226717,NS,2.171474826356573
-116.610309053817,36.76583720311556,48080.6,534779.280010537,4068967.23619595,358.51561649782576,NS,2.171514725991852
-116.61030959792994,36.765856872391424,48080.0,534779.2225665894,4068969.4179032454,358.49176124219287,NS,2.1824634087993937
-116.61031011819426,36.76587649046606,48078.9,534779.1672742425,4068971.593939479,358.5444467704438,NS,2.1767386001391675
-116.61031060238165,36.765896141514496,48077.3,534779.1151868455,4068973.773646599,358.63109125656854,NS,2.1803293848990117
-116.61031104197367,36.76591582881376,48075.7,534779.0670631689,4068975.957391219,358.7375642167391,NS,2.184274811905523
-116.6103114316232,36.76593555754953,48073.6,534779.0233780979,4068978.14575053,358.85638625190387,NS,2.1887952985167196
-116.61031177437772,36.76595529433696,48071.2,534778.98387472,4068980.3350200504,358.96626193747505,NS,2.189625892604157
-116.61031207108988,36.76597502959567,48068.7,534778.9484812589,4068982.524136728,359.07372718210274,NS,2.189402778345624
-116.61031231793622,36.76599474936136,48066.2,534778.9175452582,4068984.7115528965,359.18973620958536,NS,2.1876349169594747
-116.61031251118126,36.76601444771922,48063.7,534778.891402771,4068986.896613784,359.3145350192222,NS,2.185217268864735
-116.61031266614788,36.76603410921049,48060.8,534778.8686932289,4068989.0775989895,359.4034283721754,NS,2.1811034338650575
-116.61031281138156,36.76605374975258,48056.9,534778.8468617998,4068991.2562638554,359.42588375862397,NS,2.1787742446657967
-116.61031298529404,36.76607338352978,48053.5,534778.8224738903,4068993.434167883,359.3584355089607,NS,2.1780405696853666
-116.61031322818644,36.76609300780872,48049.9,534778.7919339221,4068995.610993215,359.1962164049058,NS,2.1770395530737674
-116.6103135547392,36.76611264769428,48046.5,534778.7539203556,4068997.7895193943,359.000335210053,NS,2.1788578075605862
-116.61031395220148,36.76613227991129,48043.0,534778.7095817021,4068999.9671691502,358.83357425178366,NS,2.1781010940338876
-116.61031440184534,36.766151888889446,48038.8,534778.6605964329,4069002.1422220757,358.70983608034294,NS,2.1756044643360046
-116.61031488451358,36.76617145919106,48035.2,534778.6086812732,4069004.3129726364,358.6299887766684,NS,2.171371267334125
-116.61031537578332,36.76619100019564,48031.9,534778.5560116948,4069006.4804701703,358.6080026655301,NS,2.168137367346078
-116.61031585527252,36.76621051291935,48029.1,534778.5044062979,4069008.6448348057,358.63414358260565,NS,2.1649797671803985
-116.61031631382428,36.766230009047085,48026.8,534778.4546770441,4069010.8073660703,358.6826667760226,NS,2.1631029723588227
-116.61031674082616,36.76624951043679,48024.0,534778.4077612034,4069012.9704925143,358.7575121682435,NS,2.1636351607301676
-116.61031712519524,36.766269010086845,48019.4,534778.3646510682,4069015.1334414757,358.85817842011994,NS,2.163378536743159
-116.61031746324949,36.766288507302704,48014.5,534778.3256755602,4069017.2961372463,358.96754299270475,NS,2.1630469450468146
-116.61031775807218,36.76630799136721,48010.4,534778.2905643433,4069019.4573898595,359.06926771445166,NS,2.1615377987724114
