Long,Lat,Mag_nT,Easting,Northing,Heading,Dir,Dist
-116.6126808275616,36.76386316770449,48387.1,534568.4881733061,4068747.398163325,355.61202349136124,NS,38.98453316986331
-116.61268227864892,36.7638832000432,48385.9,534568.3496712546,4068749.619817811,356.43269176374037,NS,2.2259675363829836
-116.61268347209196,36.76390342723752,48384.1,534568.2340768173,4068751.86318059,357.0503116043705,NS,2.2463389395281492
-116.6126844639362,36.763923715470085,48383.1,534568.1364479244,4068754.1133871228,357.51568688411635,NS,2.252323431786474
-116.61268529164036,36.76394391076596,48383.3,534568.0535104458,4068756.3533435105,357.8795133123346,NS,2.2414912992344975
-116.6126859734486,36.7639638643442,48384.1,534567.9837028319,4068758.5665389607,358.1934012852027,NS,2.214296096610475
-116.612686544499,36.76398347149857,48383.9,534567.9239359658,4068760.741345765,358.4258245372601,NS,2.1756278897682604
-116.61268701963589,36.76400270305757,48383.6,534567.872898062,4068762.8745225845,358.62941568844167,NS,2.133787292711406
-116.61268740271576,36.76402153817533,48383.4,534567.830254273,4068764.963755599,358.8306857639813,NS,2.0896681752341233
-116.61268768255124,36.76403994469087,48382.5,534567.7970175104,4068767.0054812473,359.0673781086246,NS,2.041996156829136
-116.61268786774188,36.764057980270806,48382.0,534567.7723943678,4068769.006093354,359.2948503553009,NS,2.0007636293134197
-116.61268796351602,36.7640757428324,48382.4,534567.7558742602,4068770.9764519497,359.51962537786386,NS,1.9704278493958483
-116.61268797848062,36.76409332815932,48383.1,534567.7466460144,4068772.9271791684,359.7289546234094,NS,1.9507490465305921
-116.61268793360144,36.76411085467056,48383.1,534567.7427852645,4068774.871403606,359.88622487239456,NS,1.9442282709431513
-116.61268785999232,36.764128437502414,48383.5,534567.7414633987,4068776.8218860435,359.9611699546906,NS,1.9504828853093852
-116.61268777402655,36.764146179719816,48385.1,534567.7411728316,4068778.7900535194,359.99154123517445,NS,1.9681674973390546
-116.61268768279906,36.76416414759724,48385.9,534567.7412505898,4068780.7832552693,0.002235206580471485,NS,1.9932017513817062
-116.61268759561214,36.764182422655296,48385.3,534567.7408298474,4068782.8105309787,359.9881087878915,NS,2.0272757530959553
-116.6126875155458,36.76420099525771,48385.3,534567.7396400375,4068784.8708105884,359.96691173550323,NS,2.060279953192583
-116.61268744519909,36.76421984809745,48385.4,534567.7374569615,4068786.9621733013,359.94019162978066,NS,2.0913638523101064
-116.61268739557416,36.76423896206263,48385.3,534567.7333072491,4068789.0824950687,359.8878657446277,NS,2.1203258281318464
-116.61268739104152,36.76425832990891,48385.0,534567.7250190667,4068791.2309634797,359.7789702118927,NS,2.1484843977322643
-116.61268744740508,36.764277899512415,48384.1,534567.7112053095,4068793.4017907497,359.6354112018241,NS,2.170871220535705
-116.61268756651847,36.764297613446345,48383.7,534567.6917263141,4068795.5886058775,359.4896529236443,NS,2.1869018803161593
-116.61268774344248,36.76431741148598,48383.3,534567.6670499458,4068797.7847299473,359.3562329735954,NS,2.1962627013555482
-116.61268797275407,36.764337216822,48382.6,534567.6376946873,4068799.981644491,359.2344571019801,NS,2.1971106581683637
-116.61268823580468,36.7643569837083,48382.1,534567.6053454714,4068802.174281648,359.15474428808164,NS,2.1928757768491636
-116.61268851317172,36.76437667215491,48382.4,534567.5717537203,4068804.3582123606,359.1187844038302,NS,2.1841890403180164
-116.61268878484069,36.76439626573725,48382.2,534567.5387131108,4068806.5316218864,359.12904510805765,NS,2.1736606562624248
-116.61268901869116,36.76441575459141,48381.4,534567.5090948301,4068808.6934276246,359.2150560609117,NS,2.1620086244955594
-116.61268919496716,36.7644351371448,48380.7,534567.4846628078,4068810.843462261,359.3489446668839,NS,2.1501734490106097
-116.61268931057452,36.76445442558085,48381.1,534567.4656877297,4068812.983078417,359.4918885854131,NS,2.139700294104996
-116.61268937609628,36.764473621618826,48382.1,534567.4512242789,4068815.1124629877,359.61083500211095,NS,2.129433690345301
-116.61268942332396,36.764492716253216,48382.2,534567.438439093,4068817.2306055133,359.65416477417995,NS,2.1181811112395628
-116.61268949456677,36.76451174069771,48382.1,534567.4235420515,4068819.3409532406,359.5955531798862,NS,2.1104003061085224
-116.61268961045796,36.764530725462095,48382.0,534567.404677935,4068821.4468831527,359.4867799980306,NS,2.106014399151728
-116.61268977693184,36.76454969423553,48382.6,534567.381306483,4068823.551020938,359.3636203366654,NS,2.104267579030115
-116.61268999385469,36.76456866365726,48382.9,534567.353432162,4068825.6552124266,359.2410445786369,NS,2.1043761066903675
-116.61269024211362,36.76458766542985,48382.9,534567.3227465741,4068827.7629812746,359.16592823474645,NS,2.1079922016484787
-116.61269050494091,36.764606702560485,48382.2,534567.2907448945,4068829.8746671216,359.13177387124273,NS,2.1119283187709437
-116.61269076470136,36.76462577473766,48380.7,534567.2590012117,4068831.990241778,359.14035528418873,NS,2.115812796234079
-116.61269099241974,36.76464488043219,48380.7,534567.2301022484,4068834.1095460793,359.2187596580197,NS,2.119501326076664
-116.61269116430852,36.764664063881966,48380.3,534567.2061511932,4068836.237495905,359.35513684952576,NS,2.128084611296392
-116.61269126744044,36.76468317523848,48380.9,534567.1883690562,4068838.35747329,359.51942057657516,NS,2.12005196126399
-116.61269130269432,36.764702294936654,48381.2,534567.1766412943,4068840.47840053,359.6831836559541,NS,2.120959664112209
-116.61269127914582,36.7647214399184,48379.9,534567.1701502966,4068842.6021537064,359.82488284675964,NS,2.1237630959922558
-116.61269122968224,36.76474060447869,48379.2,534567.1659634287,4068844.728088088,359.88716041475783,NS,2.1259385043604944
-116.61269118888308,36.76475980834059,48379.6,534567.1609856159,4068846.8583790585,359.86611822184585,NS,2.1302967864469426
-116.61269119224012,36.764779065877,48379.7,534567.1520427649,4068848.9946081806,359.7601452860891,NS,2.1362478406099057
-116.6126912777043,36.76479838516013,48379.1,534567.1357441406,4068851.137657197,359.5642543054596,NS,2.1431109940186515
-116.61269144643542,36.76481779778034,48378.5,534567.1119720547,4068853.2910299962,359.36751088040194,NS,2.153504010616353
-116.61269168925304,36.76483729657515,48378.0,534567.0815490823,4068855.4539353615,359.19414274685425,NS,2.1631193162154676
-116.61269199531264,36.76485688264601,48377.5,534567.0454426042,4068857.62649939,359.0478723078139,NS,2.1728640401163335
