mag,ydist,xdist
-267.61943445672284,-289.28943016193807,7.561425438849255
-273.307268124879,-287.0861446768977,7.5085278616752476
-278.1116634019582,-284.8957715597935,7.4559639050858095
-282.0575053877682,-282.71092957956716,7.403223551227711
-285.1562753695225,-280.54023840883747,7.350054651265964
-287.47005959181035,-278.3661071895622,7.2954321870347485
-289.0386910541514,-276.1880287178792,7.23898822744377
-289.9070826693802,-274.0231697806157,7.180869874311611
-290.145186068373,-271.86296179285273,7.12186323502101
-289.8208054630654,-269.7151348567568,7.063377459533513
-288.99683816786614,-267.5617357864976,7.006263306946494
-287.7382610687763,-265.41161362687126,6.95255993725732
-286.09827506323614,-263.25324009684846,6.90256794821471
-284.1479497783467,-261.1037199096754,6.857261807308532
-281.9349193501158,-258.9541337429546,6.8167487611062825
-279.5186742806973,-256.8133394815959,6.781268320395611
-276.9214091005362,-254.66168035380542,6.748271523392759
-274.18075803262786,-252.49930909462273,6.715572711313143
-271.35276848611215,-250.34317456791177,6.681257939897478
-268.45491151930713,-248.1832918729633,6.642252886435017
-265.5276734849655,-246.03062261082232,6.59724780311808
-262.5678274666543,-243.86685182759538,6.544932760414667
-259.604413633916,-241.6999625279568,6.485331920790486
-256.6377405635447,-239.51888056332245,6.41734854131937
-253.70822455260355,-237.34407993778586,6.34361223585438
-250.81244627613003,-235.16549173463136,6.265872724354267
-247.97022704825238,-232.99193121958524,6.1872949042590335
-245.16680641857647,-230.80697432765737,6.111098595778458
-242.4194877645792,-228.61969924299046,6.040469491505064
-239.72567677497523,-226.4245631680824,5.977264735731296
-237.11307832136188,-224.24197601154447,5.923610262805596
-234.579875468769,-222.06959766475484,5.882379517424852
-232.13235164661683,-219.91285700676963,5.852705086581409
-229.75362236482457,-217.75712267076597,5.833794671460055
-227.45149451804224,-215.6099816937931,5.823899649782106
-225.21294988494165,-213.4603042048402,5.818388764280826
-223.0484178874793,-211.3198809865862,5.80971814529039
-220.94384059381215,-209.17697420110926,5.791903196950443
-218.9026893608546,-207.03721012361348,5.761118598864414
-216.9015451280623,-204.87761517381296,5.713671264238656
-214.94599681549715,-202.70450379280373,5.652622335241176
-213.04801551733675,-200.53246352588758,5.580985274049453
-211.19943574553992,-198.35379222035408,5.500844409223646
-209.4066841665367,-196.17786746984348,5.414260541903786
-207.65828050977666,-193.99205918237567,5.324491462670267
-205.9605141842138,-191.8055855743587,5.23416925559286
-204.30622924585182,-189.6107616634108,5.144599474500865
-202.7081937559665,-187.42657968914136,5.057958311401308
-201.15710002403793,-185.24301788397133,4.974025534349494
-199.65736011307374,-183.0690430002287,4.8928252280456945
-198.19534042763814,-180.88734020665288,4.813238751725294
-196.7766500545185,-178.7081845724024,4.736120275803842
-195.39426575489654,-176.52278890181333,4.661530016805045
-194.05822349743954,-174.3494610497728,4.590265207225457
-192.76123714292544,-172.17941976059228,4.521404170896858
-191.50667708329792,-170.02133847214282,4.454613960231654
-190.281685177664,-167.85568795865402,4.388675397611223
-189.08919183867596,-165.68948382278904,4.323910094564781
-187.9224847113753,-163.512186227832,4.260264293872751
-186.78890642400302,-161.33934262860566,4.198474187985994
-185.682287601122,-159.16133217094466,4.138236903119832
-184.6060794327602,-156.9871340887621,4.079741454916075
-183.5508568237498,-154.79957738518715,4.022518965648487
-182.52009998849,-152.60772040160373,3.966169693507254
-181.50965138936502,-150.4049524241127,3.909327632864006
-180.5275445545389,-148.21150821773335,3.851433078874834
-179.56921340355046,-146.02041080594063,3.7912343417992815
-178.63740040857763,-143.8411411875859,3.728103601373732
-177.7238597761183,-141.65646641561761,3.6625362099148333
-176.83076307761098,-139.47305085044354,3.596167976153083
-175.95368503423873,-137.28111665695906,3.5308637301204726
-175.0994322338246,-135.09863630263135,3.4700429785298184
-174.26321812847092,-132.91553079057485,3.414522613864392
-173.44802270124939,-130.74221676355228,3.364778800867498
-172.64650625036035,-128.56221582461149,3.3195518092252314
-171.86090250116314,-126.38509407453239,3.2771553369238973
-171.0863109469517,-124.20140385115519,3.234514358220622
-170.32754735479327,-122.02851383155212,3.1901648030616343
-169.57976203481047,-119.85635268082842,3.142468402744271
-168.84339480419138,-117.69027732685208,3.0895160156069323
-168.1116668628777,-115.51331346016377,3.0305358471814543
-167.3859653667883,-113.33234682679176,2.9655865831300616
-166.66246284458836,-111.13833728199825,2.8950289103668183
-165.94585142551853,-108.94792186655104,2.820623899344355
-165.2332418438781,-106.75415714457631,2.744806239497848
-164.52651824739573,-104.56545434100553,2.669599503162317
-163.81916859763723,-102.36423302767798,2.5964008367154747
-163.11322580148266,-100.15945606958121,2.527753356145695
-162.40397537298497,-97.94079934479669,2.4630581641104072
-161.6959871608325,-95.72771130595356,2.4017455314751714
-160.98480693999232,-93.51202634070069,2.341765069635585
-160.27096967896682,-91.30195182794705,2.280454615247436
-159.54686300283157,-89.0806974209845,2.2146147409221157
-158.8130191795063,-86.85658454429358,2.142621397972107
-158.06438673441306,-84.62079255608842,2.0633972897194326
-157.3051408614907,-82.39170511392877,1.978147872025147
-156.53229703405847,-80.16459933994338,1.8907299158163369
-155.74751632036717,-77.94887819699943,1.8046426554210484
-154.94318429872257,-75.72856549499556,1.7215308105805889
-154.12151843123934,-73.51560669159517,1.6442181076854467
-153.27557016512574,-71.29868526477367,1.5720997160533443
-152.40943313750813,-69.09634059946984,1.5045174227561802
-151.51645886059254,-66.8997700298205,1.438840045244433
-150.5973393893391,-64.71887996792793,1.3729263572022319
-149.64172859761646,-62.537049806676805,1.3055714555084705
-148.64976525355186,-60.362487740349025,1.2377736584749073
-147.613122631874,-58.18507520761341,1.170186013681814
-146.5352238127347,-56.02002584375441,1.104078260017559
-145.40519635332458,-53.85377393197268,1.0394126095343381
-144.22103000036287,-51.691233893856406,0.9772330841515213
-142.96569929651292,-49.511461013928056,0.9179830614011735
-141.63628617377373,-47.32058537658304,0.8637479834724218
-140.21865213376032,-45.108054131735116,0.8144669807516038
-138.71770925363353,-42.89384939381853,0.7708398184040561
-137.1208806617882,-40.67097431374714,0.7329165877308697
-135.42808449412536,-38.45065016159788,0.7010601303773001
-133.61691568861642,-36.216557182371616,0.6728625062387437
-131.68682716352845,-33.981582602951676,0.6465948179829866
-129.62102868887058,-31.739431242924184,0.6205670977942646
-127.42810144675207,-29.511154213920236,0.593604056048207
-125.09239451902536,-27.29073807783425,0.5650906440569088
-122.61497705317488,-25.088311669882387,0.5349417787510902
-119.96556291928496,-22.88643065840006,0.5030783743131906
-117.14237774561937,-20.6937229600735,0.469725257367827
-114.1181902533927,-18.499104934744537,0.4349620818393305
-110.90076564299748,-16.317735590972006,0.39876508712768555
-107.4615912133269,-14.139363982714713,0.3598788611125201
-103.79572048967773,-11.97051814198494,0.3160874012392014
-99.85939055526548,-9.795135008636862,0.26598529308103025
-95.64771190048239,-7.620366910006851,0.20963733934331685
-91.14437056068917,-5.445586572401226,0.14878910628613085
-86.31663387014278,-3.2620868389494717,0.08671403222251683
-81.19171760721858,-1.0873032859526575,0.027427291963249445
-75.74047147515009,1.0873032864183187,-0.027427291846834123
-69.95073681577476,3.2625487511977553,-0.07710407860577106
-63.80763358994338,5.440461706835777,-0.12187663721852005
-57.289183977460695,7.625020874198526,-0.16412234376184642
-50.385880817895014,9.816869782283902,-0.20522323646582663
-43.09250354682371,12.016607031226158,-0.24633163574617356
-35.408206124348325,14.224877023138106,-0.28889522422105074
-27.355214028534306,16.437959394417703,-0.33379073557443917
-18.963351364072793,18.65299546532333,-0.38136548013426363
-10.275707901621118,20.866588579956442,-0.4315168843604624
-1.348128987817347,23.07502297172323,-0.48390799772460014
7.760004573537856,25.276394644752145,-0.5381267925258726
16.990980748548537,27.471243284177035,-0.5942633841186762
26.279052456912588,29.660372496116906,-0.6517926928354427
35.544453334775746,31.84353518206626,-0.7088012570748106
44.70830594462879,34.022239156998694,-0.7628379155648872
53.682738553289106,36.196764298249036,-0.8111691693775356
62.378162485660425,38.36699299700558,-0.8513415985507891
70.6983231458175,40.53035267814994,-0.880891140201129
78.5908375082114,42.6924471934326,-0.9023711928166449
85.98882574377606,44.8537702341564,-0.9190483329584822
92.84069046844621,47.017265930306166,-0.935150007950142
99.10367806647797,49.18735600216314,-0.9548262825701386
104.72447551941623,51.36363092344254,-0.979346341220662
109.66556069882728,53.54773404402658,-1.0088685031514615
113.8981372290578,55.739930362440646,-1.0431065721204504
117.40911875028586,57.94153364794329,-1.0822177664376795
120.1918725053382,60.14901517704129,-1.1250037372810766
122.2677973288016,62.37091935845092,-1.1709753929171711
123.6471849178869,64.58859900617972,-1.218768983031623
124.37626955338523,66.80124882934615,-1.267524884431623
124.50791114700249,69.02390997344628,-1.3168378616683185
124.09304602178472,71.24547413317487,-1.3661261184606701
123.18712963284003,73.47245930321515,-1.415248694946058
121.86090976211992,75.68332725204527,-1.4632675647735596
120.17347464821363,77.88597113173455,-1.5105250847991556
118.19232369977685,80.07050629006699,-1.557346751447767
115.95638886875933,82.25340838031843,-1.6049875607714057
113.52396369054338,84.424380579032,-1.6543676564469934
110.92640626709363,86.59425564622506,-1.7059979935875162
108.21736760985652,88.75049257092178,-1.76026751648169
105.41425705385132,90.90625651739538,-1.8184466880047694
102.54990478858183,93.05856035929173,-1.8815122043015435
99.62631749597855,95.22563345171511,-1.948109189630486
96.67451722535519,97.40155065245926,-2.01600616669748
93.70238827987845,99.59565259888768,-2.083165555493906
90.75277980142347,101.7897605933249,-2.1458626206731424
87.82940532098812,103.99187487643212,-2.2033636431442574
84.94813547224054,106.1987050944008,-2.2560536889359355
82.13194353643166,108.39906821819022,-2.305362919345498
79.36757104427369,110.60847609629855,-2.3535897684050724
76.6738210761693,112.81610256480053,-2.4023712584748864
74.04589488099083,115.02934182621539,-2.452603698708117
71.50764801701334,117.23032812401652,-2.504178840201348
69.0495050658331,119.42831492330879,-2.5577612177003175
66.68154933074555,121.61461191810668,-2.6132270480738953
64.38397649626528,123.80739780375734,-2.6719885350903496
62.16589393736493,125.99787372210994,-2.7346167534124106
60.01762008850785,128.195114412345,-2.8019840815104544
57.95654160329968,130.38056401908398,-2.87185205204878
55.97120510661149,132.56475687911734,-2.9426703340141103
54.066936498584404,134.73989889910445,-3.012587343924679
52.226954028123636,136.9233061070554,-3.0809353112708777
50.45674060435809,139.1065887133591,-3.1471877831500024
48.74879151331268,141.2968334998004,-3.211203651386313
47.115608068231246,143.47510094800964,-3.271542976843193
45.54987786799645,145.6475024917163,-3.3267047931440175
44.052610640863975,147.80836944514886,-3.3768879652488977
42.60853592512323,149.97590904636309,-3.4237453333334997
41.2197775667375,152.14364707516506,-3.468840262852609
39.877366768414085,154.32251748163253,-3.514141414081678
38.58996324301729,156.49508538795635,-3.560755990096368
37.350675778888615,158.6692620413378,-3.6093382254475728
36.16316841129376,160.83502649515867,-3.6590452707605436
35.017589849415195,163.0074422713369,-3.707577081513591
33.916910803530676,165.17821019981056,-3.7522598510840908
32.85511926826867,167.3562739030458,-3.791474888799712
31.83824398620448,169.5257445774041,-3.823779053869657
30.860169455934994,171.69582045963034,-3.8476895508356392
29.921187878404805,173.8615862117149,-3.864528720267117
29.013221818249864,176.03817676054314,-3.8751569874584675
28.1391506275119,178.21556373219937,-3.8800654062069952
27.295259777772813,180.39960717363283,-3.8799937401199713
26.486803721717525,182.5722763952799,-3.8776795649901032
25.709708955211056,184.73951734043658,-3.8759823875734583
24.9657242225179,186.89128886535764,-3.878356709727086
24.246573097687815,189.0465180822648,-3.890818439889699
23.555037803873294,191.19338434794918,-3.9146716982359067
22.886274541340974,193.34380161808804,-3.949821211164817
22.244219425258066,195.48200309323147,-3.994737123255618
21.624280379416877,197.61982175987214,-4.049034611089155
21.02831240960865,199.74804827105254,-4.1092420377535746
20.44977541802346,201.88745934376493,-4.174349112203345
19.89014599761874,204.03064511483535,-4.242793789017014
19.346400899348843,206.18733418732882,-4.313340856228024
18.82249409381528,208.33954195678234,-4.383745044586249
18.315780142216045,210.49506535893306,-4.453735801158473
17.827860805399496,212.64385189814493,-4.522944752476178
17.354676233737397,214.8008958422579,-4.5913668517023325
16.89775316821597,216.95671223755926,-4.657885898370296
16.454860943598835,219.11913417140022,-4.722367128590122
16.02885485862982,221.27102188719437,-4.78433890058659
15.617118353632412,223.42201423598453,-4.844378108042292
15.220017880177405,225.56682583037764,-4.9031679693143815
14.833458352465218,227.7249834309332,-4.961912424187176
14.458256802429212,229.89000552380458,-5.021152031025849
14.092175718414776,232.07317631039768,-5.081529561546631
13.738001156900781,234.2560112751089,-5.142160653136671
13.394137182964448,236.44593572290614,-5.202756205108017
13.061911021917862,238.63197698723525,-5.262194852926768
12.738960978579474,240.8274106909521,-5.318986825062893
12.426587575520678,243.02110035112128,-5.371874273056164
12.124759182246347,245.2103012879379,-5.419893867569044
11.832019074789855,247.4027452277951,-5.463245475664735
11.550291685281751,249.5805443674326,-5.503222187515348
11.277491304876365,251.75588288065046,-5.543807143578306
11.013933909960995,253.92290341435,-5.5874543664976954
10.756753814717761,256.10276211891323,-5.6360261420486495
10.506213710838827,258.29177811415866,-5.690038849483244
10.261371343678945,260.4972337014042,-5.747540407930501
10.024044432974925,262.701265567448,-5.806010944652371
9.793314496181447,264.91032634302974,-5.863781528081745
9.570257914355448,267.1117018093355,-5.9190667637158185
9.353162338653737,269.3198247663677,-5.971884258789942
9.142971347116697,271.5227723149583,-6.021655570832081
8.938732525733872,273.7279808036983,-6.068592231953517
8.741878657142337,275.91694472450763,-6.1128322635777295
8.551094322071473,278.10087221488357,-6.1562382380943745
8.366791807607973,280.271941433195,-6.199688063701615
8.18713898150211,282.44924236414954,-6.243983349530026
8.01247874196714,284.62671606522053,-6.289491893723607
7.8418420044705135,286.81477245269343,-6.336608661571518
7.676305784327386,288.9977162349969,-6.385274589294568
7.515018789448187,291.18462373828515,-6.435993016697466
7.358524425525148,293.36609323415905,-6.487935714889318
7.205587105988802,295.55765340384096,-6.540076842298731
7.0567465217782805,297.7500261743553,-6.5918595406692475
6.911326475672739,299.95153245609254,-6.643679347587749
6.770372931239637,302.1442797854543,-6.69583889353089
6.633216411225603,304.33620815258473,-6.749699826585129
6.500266561180814,306.5183443231508,-6.805899779195897
6.3703242425272135,308.70834945188835,-6.865517069236375
6.24374175760542,310.89862158801407,-6.929794983239844
6.120012385083271,313.09639625810087,-6.9990369831211865
5.999953797718381,315.28529407130554,-7.07261917181313
5.8829644899382085,317.4742160043679,-7.149985188501887
5.768952264063271,319.6632007830776,-7.230142361018807
5.658350495674307,321.8419438893907,-7.310747880721465
5.550187079774866,324.0278677348979,-7.390674071619287
5.4448371583917545,326.21197180636227,-7.4680586704052985
5.341855978294968,328.4020857773721,-7.54067752242554
5.2418156186699765,330.5843181880191,-7.6068090866319835
5.144193107618153,332.76816698908806,-7.665811833692715
5.049250869260614,334.9458659244701,-7.717484714696184
4.956230681721502,337.1332701151259,-7.761671493644826
4.8654198622470455,339.3222106974572,-7.7998948520980775
4.776538220618614,341.51801834767684,-7.833014140604064
4.69030194068643,343.7010708102025,-7.861707131494768
4.6064033369260455,345.87673180317506,-7.887277076370083
4.524762666954104,348.04479589499533,-7.912192505784333
4.445651075450885,350.1955337766558,-7.938441292499192
4.368344341420526,352.3464729087427,-7.9678531009703875
4.29300484380032,354.4913809783757,-8.001924733631313
4.219186787633041,356.64153549820185,-8.041016156319529
4.147266877015998,358.7845101673156,-8.085385697078891
4.076788169733249,360.9325130311772,-8.135173870250583
4.007545136038342,363.0909637096338,-8.191074674017727
3.939589019154522,365.2576311901212,-8.252063247258775
3.8728965000601234,367.4325077133253,-8.317602033610456
3.8075067079388347,369.61351165827364,-8.386720940237865
3.743477230024471,371.7978048333898,-8.457440459402278
3.680877144435483,373.9819719316438,-8.526492723845877
3.619706066620368,376.16469293739647,-8.592370390309952
3.5599524783971175,378.34489584714174,-8.654838776565157
3.501636911891154,380.520284449216,-8.713158320635557
3.4446787294224452,382.6922608083114,-8.767498468398117
3.389053204665778,384.8602619729936,-8.817146162618883
3.334695052921158,387.0253401873633,-8.86176146788057
3.2815273680887245,389.18910951400176,-8.902093142853118
3.2294490261262006,391.35426817741245,-8.941215932834893
3.178440997444718,393.5203497884795,-8.981141255237162
3.1284838902435834,395.68696104642004,-9.023062494117767
3.079574437084616,397.85302826343104,-9.067614280385897
3.031749330145702,400.01567417988554,-9.114050422445871
2.985000991602237,402.17385743232444,-9.162071313592605
2.939319532860144,404.3266164516099,-9.211176608339883
2.894688239979998,406.47330370824784,-9.260589752346277
2.8510342353670888,408.6160568580963,-9.309484416502528
2.8082793505848724,410.75747443921864,-9.357615823741071
2.7663489840087836,412.90019304538146,-9.405394252156839
2.7251547834928767,415.04779431503266,-9.453897197847255
2.6846603591216436,417.2014313810505,-9.503328542923555
2.6448394453800237,419.3618679838255,-9.552745241788216
2.605522083952347,421.5379905132577,-9.600944399717264
2.5670138214450327,423.7123050582595,-9.64576045924332
2.529147509051606,425.8933206582442,-9.687138004112057
2.4920943808908658,428.0701577742584,-9.725272999843583
2.4555728403081827,430.25846291938797,-9.761455721687526
2.4197517147252365,432.44734872411937,-9.797174767940305
2.384509958843922,434.6433287099935,-9.833992838393897
2.350121185374487,436.82817057939246,-9.872460432699881
2.316429164374556,439.01037748437375,-9.912907345336862
2.2835503495956946,441.18099627643824,-9.955361668718979
2.2512246290190197,443.3560403524898,-9.999455573502928
2.2195805729182196,445.52589129982516,-10.044418433099054
2.188620849195341,447.68909730715677,-10.089563239715062
2.158246803581247,449.8514248090796,-10.134141908492893
2.1286653828640403,451.9967381316237,-10.177093487815
2.099716629587138,454.13507072720677,-10.218291430152021
2.0714696595348,456.2598669109866,-10.257527479552664
2.04366013824737,458.389930407051,-10.29447059717495
2.0163498956741677,460.5197907197289,-10.329105007695034
1.9894234699867348,462.65779313305393,-10.361772680887952
1.9630919823171828,464.78626175411046,-10.39278110244777
1.9372472731025447,466.91274529509246,-10.42350453347899
1.9119877124231348,469.0279229702428,-10.455393707146868
1.8871065830036442,471.1480939211324,-10.489801278687082
1.8627003751435627,473.26423259684816,-10.527670598821715
1.8386628476893325,475.3847061851993,-10.57129921473097
1.815208138939369,477.4895548024215,-10.620556579320692
1.792208450538161,479.58896165993065,-10.675202749436721
1.7697226435124962,481.67638687603176,-10.734442951274104
1.7475146207811756,483.7729174741544,-10.799702808260918
1.7256518611612768,485.87173845944926,-10.87102763587609
1.704002651713568,487.9851721045561,-10.949577808380127
1.6827195278411389,490.097964244429,-11.034376757219434
1.6617074923409756,492.2190574230626,-11.123872686410323
1.6410943241755254,494.33501402428374,-11.21313119563274
1.620725766212281,496.46113886963576,-11.299408336752094
1.6007027175606354,498.58645372930914,-11.379648255882785
1.5809970499462649,500.7133071892895,-11.450096347020008
1.5617463678755137,502.8257850301452,-11.510095376055688
1.5428960892567312,504.9285525633022,-11.559697312419303
1.524514069672584,507.01262443326414,-11.599217464216053
1.5064595864855954,509.0927134118974,-11.62892377411481
1.4887443029100083,511.1664756461978,-11.652072876109742
1.4713018044508575,513.2408454823308,-11.670596778043546
1.4542675416209891,515.2986557669938,-11.686054785968736
1.437583915847881,517.345550452359,-11.700553533039056
1.4213039814404538,519.3736831522547,-11.716303271241486
1.4052839055589432,521.3998635532334,-11.735796793946065
1.3895055838116113,523.4257117211819,-11.76138695771806
1.3740485302172283,525.4401377895847,-11.795854530413635
1.3588310872973848,527.4529451876879,-11.83937452104874
1.343859643933396,529.4626446389593,-11.891966045601293
1.3289785731790995,531.489915613085,-11.953893011319451
1.3141847057518181,533.5354219740257,-12.026436846819706
1.2994970710175902,535.5967544959858,-12.108892780612223
1.28484197850174,537.6846370040439,-12.202072280226275
1.2703425108985336,539.7817708440125,-12.305034479126334
1.2559354391944677,541.8973349221051,-12.41859629622195
1.2417391080538245,544.0138433901593,-12.539098901324905
1.2276567678403636,546.1454891222529,-12.666909873834811
1.2137860319263614,548.2772076204419,-12.802974725142121
1.2001282169907899,550.4080730318092,-12.953734749229625
