Long Lat Mag_nT
-116.610655277545 36.754887276757366 49087.4
-116.61063092783635 36.75488732561521 49089.0
-116.61060656555776 36.75488735978325 49091.1
-116.61058229530788 36.75488738326937 49093.7
-116.61055792308989 36.75488739782411 49095.7
-116.61053354807208 36.75488740039759 49097.7
-116.61050906300176 36.75488739094912 49099.8
-116.61048465311636 36.754887367470886 49102.3
-116.61046020348292 36.754887327677245 49104.9
-116.6104358005837 36.75488726684094 49106.4
-116.6104112441404 36.75488718112201 49108.1
-116.61038653105815 36.75488706531483 49109.9
-116.61036185143465 36.75488692101622 49111.8
-116.61033712781284 36.75488674656805 49113.7
-116.61031248327708 36.754886551933865 49115.5
-116.61028773844208 36.75488634937424 49117.2
-116.61026301407144 36.75488615753824 49118.8
-116.61023820661012 36.75488599921322 49120.7
-116.61021351858744 36.7548858848813 49122.3
-116.61018884886684 36.75488582899431 49123.7
-116.61016431155232 36.754885850346696 49125.8
-116.61013964776691 36.75488597586156 49127.3
-116.61011497835196 36.75488618623986 49128.6
-116.61009021174011 36.754886467455165 49130.3
-116.61006556264724 36.75488679586077 49131.2
-116.61004092836431 36.754887152240805 49131.9
-116.6100164152147 36.75488751213842 49132.8
-116.6099918146838 36.75488786404409 49134.2
-116.60996719179668 36.75488818648045 49135.2
-116.60994245667176 36.75488845063861 49136.1
-116.6099178024435 36.75488864853969 49137.6
-116.6098931379994 36.75488878359843 49138.9
-116.60986856451171 36.75488887282158 49139.8
-116.6098439023424 36.75488893588141 49140.2
-116.60981923977958 36.7548889901626 49141.0
-116.60979447390308 36.754889039848486 49142.2
-116.60976980243215 36.75488908767823 49143.4
-116.60974522930177 36.75488913857572 49144.8
-116.60972056187276 36.75488919499582 49146.0
-116.60969590619496 36.75488926033149 49147.0
-116.60967117572316 36.75488934364733 49148.0
-116.60964656755688 36.75488945600644 49149.0
-116.60962200547525 36.75488959555373 49150.5
-116.609597602507 36.75488975906448 49151.7
-116.60957317085152 36.754889939595536 49153.4
-116.60954880363 36.75489012182409 49154.4
-116.6095243758923 36.75489028183727 49153.9
-116.60950004982573 36.75489039511282 49153.5
-116.6094756702071 36.754890443896045 49153.3
-116.60945133443715 36.75489040513087 49153.4
-116.60942682244084 36.75489028688359 49153.1
-116.60940222971384 36.75489009096004 49153.1
-116.60937744310498 36.75488982229588 49153.7
-116.60935268343049 36.75488948483305 49154.0
-116.60932785180084 36.75488910283976 49153.8
-116.6093029611231 36.75488869718345 49153.4
-116.60927802911849 36.75488829035 49153.3
-116.60925306102872 36.75488790643615 49153.7
-116.60922808763488 36.7548875527928 49154.0
-116.60920313304628 36.75488723541447 49154.5
-116.60917822846582 36.75488696053468 49154.7
-116.60915337749476 36.7548867366214 49155.0
-116.60912859956136 36.75488655356988 49154.9
-116.60910390276511 36.75488641143526 49153.9
-116.60907929977964 36.75488631815992 49153.6
-116.60905475810829 36.754886292847885 49153.9
-116.60903026327816 36.75488632948863 49153.5
-116.60900579155818 36.7548864222525 49153.1
-116.60898131744518 36.75488656034848 49152.8
-116.60895678185788 36.75488672472461 49152.1
-116.60893216822572 36.754886886480016 49150.8
-116.60890745414302 36.75488703137917 49149.9
-116.6088826355348 36.754887164601215 49149.3
-116.6088577271296 36.754887323551365 49149.2
-116.6088328225202 36.75488755937893 49148.6
-116.60880807294616 36.754887921002144 49147.5
-116.60878377682032 36.75488844046772 49147.0
-116.60876030165753 36.75488915016776 49147.5
-116.6087379930758 36.75488997404212 49148.7
-116.60871719637132 36.754890811417006 49149.2
-116.60862296426188 36.75480120431999 49129.9
-116.60862496843988 36.75478420479119 49129.2
-116.60862683217844 36.75476599683862 49130.0
-116.60862837972776 36.75474683396944 49128.9
-116.60862949791373 36.754726976779054 49127.1
-116.6086300097603 36.75470671349559 49125.3
-116.60862996492826 36.75468650953293 49123.0
-116.60862938444748 36.75466682686288 49120.0
-116.60862833001758 36.75464796527337 49116.2
-116.60871838367896 36.754552609068334 49108.5
-116.60873818628536 36.75455479744704 49099.8
-116.60875958139256 36.75455697667026 49103.8
-116.60878256437564 36.75455899404276 49106.6
-116.608806890415 36.75456067077402 49108.3
-116.60883244780408 36.75456200406802 49107.5
-116.60885874574063 36.754562984697 49106.5
-116.6088857015702 36.754563637421455 49106.3
-116.60891287425471 36.75456394570814 49106.1
-116.60894011122656 36.754563975864855 49105.7
-116.60896688073056 36.75456375962918 49105.0
-116.60899308226767 36.75456332879154 49104.3
-116.6090182738958 36.75456271157153 49103.4
-116.60904271157548 36.75456196054753 49102.7
-116.6090662089382 36.75456110777428 49102.4
-116.60908887171772 36.754560185850096 49101.8
-116.60911048092863 36.754559261106245 49101.4
-116.60913141530897 36.75455839345636 49101.3
-116.60915177562876 36.754557645830765 49101.7
-116.60917193977372 36.75455706421304 49102.5
-116.60919209773172 36.75455671924261 49103.3
-116.60921246386371 36.75455660725185 49104.2
-116.6092331095564 36.75455671316834 49105.3
-116.60925425318544 36.754557001725935 49106.1
-116.60927602046432 36.754557436745614 49106.9
-116.6092984771501 36.75455795558008 49107.0
-116.60932152488888 36.754558514375255 49106.4
-116.6093451684429 36.75455907559335 49106.1
-116.60936912719536 36.754559588308624 49105.3
-116.60939334390636 36.754560030259874 49104.2
-116.60941760427887 36.75456038684508 49103.3
-116.60944202968852 36.75456064701804 49102.8
-116.60946646475844 36.7545607880876 49102.7
-116.60949101562606 36.75456082666708 49102.4
-116.60951545255534 36.754560775242965 49101.7
-116.60953977642583 36.75456064675439 49100.6
-116.60956419076923 36.754560448992926 49099.7
-116.60958863695704 36.754560208168 49099.1
-116.60961320463828 36.7545599484651 49098.3
-116.60963767899284 36.75455969627016 49097.4
-116.60966212278343 36.754559463662375 49096.6
-116.60968641225315 36.75455925846597 49095.8
-116.6097107408804 36.7545590821895 49094.8
-116.60973501092536 36.75455893692448 49093.8
-116.60975931373848 36.75455882659632 49092.8
-116.60978346421332 36.754558735570086 49091.7
-116.60980758800612 36.75455864573078 49091.1
-116.60983161593506 36.75455853954386 49090.5
-116.60985577138604 36.754558399616 49089.1
-116.60987998603468 36.75455822241612 49088.1
-116.60990435800404 36.754558005983 49087.8
-116.60992869352611 36.75455776121089 49086.7
-116.60995308185996 36.75455750847955 49085.0
-116.60997739792948 36.75455726731781 49083.8
-116.6100018220444 36.754557038824174 49082.8
-116.61002624772452 36.75455682044457 49081.7
-116.61005077454008 36.754556618811534 49080.3
-116.61007519842975 36.754556438773584 49078.9
-116.61009962443184 36.75455626849032 49077.8
-116.6101239618326 36.75455609518039 49077.0
-116.6101484045327 36.75455590439561 49075.9
-116.61017284936275 36.75455569110523 49074.5
-116.61019737197223 36.75455545494558 49072.8
-116.6102217641744 36.754555202808426 49070.8
-116.6102460187194 36.75455494631554 49069.0
-116.6102703438884 36.75455470228192 49067.6
-116.61029465386169 36.75455449001197 49066.4
-116.61031905753624 36.754554316269534 49065.2
-116.61034338365737 36.7545541905715 49063.9
-116.61036771045636 36.754554108712014 49062.6
-116.6103919530106 36.754554067763685 49061.1
-116.6104163020928 36.75455406263164 49059.1
-116.61044065582796 36.75455409245804 49057.3
-116.61046509132308 36.75455415196904 49055.6
-116.61048942042116 36.75455423960434 49053.8
-116.61051374942478 36.75455435406787 49052.5
-116.61053799943288 36.75455448430235 49051.4
-116.61056236379532 36.75455461656261 49049.5
-116.61058674825982 36.754554737201936 49047.5
-116.6106112591364 36.75455483745439 49045.9
-116.61063571133016 36.75455491564864 49044.1
-116.61066020967968 36.754554979327445 49042.3
-116.61068463903824 36.754555036961534 49040.7
-116.610709182996 36.754555088553886 49038.9
-116.61073370829628 36.75455511617992 49037.3
-116.61075829632084 36.75455509430203 49036.0
-116.61078272462272 36.754555009446506 49034.6
-116.61080707046943 36.75455486055482 49032.7
-116.61083119730252 36.7545546510036 49030.7
-116.61085535161304 36.75455441028591 49028.7
-116.61087953547803 36.75455415625719 49026.4
-116.6109035862575 36.75455390982796 49024.3
-116.6109276533571 36.75455369143748 49022.5
-116.61095164757604 36.75455349889243 49020.7
-116.6109757682728 36.75455332776884 49018.6
-116.61099990721924 36.75455317944749 49016.2
-116.61102416462012 36.75455305441205 49013.9
-116.61104834688076 36.75455294977085 49011.4
-116.61107256100296 36.75455287199125 49008.9
-116.6110967091706 36.754552833171786 49006.4
-116.61112099345236 36.754552852550624 49003.9
-116.61114529760955 36.75455293456306 49001.5
-116.61116974505252 36.75455308347369 48998.7
-116.61119415559564 36.75455329645803 48995.8
-116.61121863346948 36.75455356297745 48993.5
-116.6112431272581 36.75455384618079 48991.2
-116.61126762644868 36.75455410807354 48988.0
-116.61129212053883 36.7545543164146 48984.8
-116.6113166153662 36.75455445351484 48981.8
-116.61134114437796 36.754554529636174 48978.9
-116.61136570348148 36.754554543791045 48976.1
-116.61139029702798 36.75455449040778 48973.3
-116.61141495128972 36.75455436087071 48970.7
-116.61143969765382 36.75455417933592 48967.8
-116.61146452468604 36.75455396594943 48964.7
-116.61148942332956 36.754553744447136 48961.7
-116.61151437508508 36.75455353683768 48958.7
-116.61153933917194 36.7545533474803 48955.9
-116.61156429113396 36.75455317404272 48952.8
-116.6115892080322 36.75455301207048 48949.3
-116.61161407938448 36.75455287092765 48946.4
-116.61163890838624 36.75455276464263 48943.6
-116.611663710974 36.75455270937296 48940.1
-116.61168849791284 36.754552719174086 48936.5
-116.61171326815258 36.75455280920844 48933.5
-116.61173798217315 36.75455295962179 48931.0
-116.61176264329134 36.754553145604085 48928.4
-116.61178724480514 36.75455334363091 48925.4
-116.61181178408756 36.75455352599817 48922.2
-116.61183630048409 36.75455367854354 48919.1
-116.611860811075 36.75455379601146 48915.6
-116.61188542691404 36.75455387835997 48912.0
-116.61190995702675 36.75455391137512 48908.8
-116.6119345163334 36.754553880684895 48906.0
-116.6119590079134 36.75455376874304 48903.4
-116.61198363063994 36.754553560301176 48900.5
-116.61200830917323 36.75455323042316 48897.3
-116.61203316568192 36.754552803752006 48893.6
-116.61205796233646 36.75455231563089 48890.2
-116.61208277992333 36.75455179728476 48886.9
-116.61210751258407 36.75455129519669 48883.2
-116.61213234190184 36.75455083303932 48880.0
-116.61215716813952 36.75455041958936 48876.6
-116.61218208648236 36.75455005505607 48873.4
-116.61220688041206 36.75454975517365 48870.3
-116.61223162475412 36.75454950041017 48866.7
-116.61225624000116 36.75454927648751 48863.1
-116.61228093675948 36.75454908121826 48859.5
-116.61230561959272 36.754548924052266 48856.0
-116.61233038984857 36.75454879230408 48853.1
-116.61235505930838 36.75454867735293 48849.7
-116.61237972368916 36.75454856991463 48845.8
-116.61240429039408 36.75454846151574 48842.5
-116.61242897649689 36.75454835189502 48839.3
-116.61245369259515 36.7545482487407 48835.9
-116.61247853704576 36.75454816015954 48832.3
-116.61250331110284 36.75454809597661 48828.7
-116.61252810239505 36.75454805868532 48825.3
-116.61255281886548 36.754548059252016 48821.9
-116.6125776662226 36.75454810824244 48818.1
-116.61260254482472 36.75454821963668 48814.6
-116.6126275246446 36.75454837555727 48811.3
-116.61265240645923 36.754548546046095 48807.8
-116.6126772746106 36.75454870019417 48804.2
-116.61270200145724 36.75454881072029 48800.4
-116.61272677949408 36.75454888698701 48796.7
-116.6127514790883 36.75454895436743 48793.4
-116.61277618740048 36.754549041718754 48790.3
-116.61280070029568 36.75454917775864 48787.2
-116.61282512876208 36.75454936518334 48783.8
-116.61284940773608 36.7545495912147 48780.4
-116.61287375407365 36.754549835321775 48777.1
-116.61289809456456 36.75455006683031 48774.2
-116.61292256366865 36.75455027000214 48771.2
-116.61294698370727 36.75455043119828 48768.1
-116.612971467653 36.75455053979701 48765.1
-116.61299593606596 36.75455058092592 48761.6
-116.6130205950732 36.75455055748796 48757.8
-116.61304531684324 36.754550478627294 48754.3
-116.61307016059096 36.754550370616 48751.0
-116.6130948765628 36.75455026742224 48747.7
-116.61311954116589 36.754550188910486 48744.3
-116.61314406793088 36.754550145383206 48741.3
-116.61316867645856 36.75455014000589 48738.2
-116.61319329374008 36.75455017116901 48734.9
-116.61321793382672 36.75455021849034 48731.5
-116.613242713931 36.7545502694557 48728.4
-116.61326744053363 36.754550319047965 48725.3
-116.61329222214232 36.75455036360081 48722.2
-116.61331695891649 36.754550406508336 48719.3
-116.61334185333163 36.75455045580411 48716.0
-116.61336681261356 36.754550521195 48712.7
-116.61339194231417 36.754550611455 48709.7
-116.61341701506572 36.75455071431989 48706.5
-116.61344210488988 36.75455081063287 48703.6
-116.61346704038618 36.754550877229846 48700.9
-116.61349185033504 36.75455087514214 48697.9
-116.613516262091 36.75455077727205 48694.8
-116.61354009094904 36.75455055829526 48691.3
-116.6135628085959 36.75455020358715 48686.7
-116.6136319053026 36.754621744012766 48685.0
-116.61361966011978 36.75463350811216 48698.6
-116.61360644298362 36.75464595567871 48700.8
-116.61359250275969 36.754658967805625 48700.6
-116.61357795188044 36.754672610506624 48703.1
-116.61356326258895 36.75468661083985 48707.3
-116.61354879350333 36.75470077633104 48708.3
-116.61353516000844 36.75471465560243 48711.1
-116.61352313875352 36.75472772101189 48713.1
-116.61351296850324 36.75473973111363 48709.0
-116.6135048725526 36.75475043640003 48708.6
-116.61349895687968 36.754759619032974 48713.5
-116.61335211719546 36.75469473958943 48731.0
-116.61334256883492 36.75469290983256 48733.0
-116.61333271775328 36.75469117904073 48735.0
-116.61332262833032 36.75468957276575 48736.5
-116.61331226185396 36.75468812730672 48737.4
-116.61330158899426 36.75468682471738 48738.7
-116.6132906754426 36.7546856696974 48740.0
-116.61327951951117 36.75468465148587 48740.7
-116.61326799685295 36.75468375625986 48741.2
-116.61325607135926 36.75468293517072 48742.3
-116.61324376930492 36.75468216941367 48743.8
-116.61323109563072 36.75468145788263 48745.5
-116.61321798018189 36.754680819712334 48747.5
-116.61320446595796 36.75468025394896 48749.2
-116.6131906036856 36.75467976469062 48751.0
-116.6131764324282 36.75467935552592 48752.7
-116.61316191871308 36.75467904051712 48755.2
-116.61314710904544 36.75467880404717 48757.5
-116.61313206464396 36.7546786391646 48759.3
-116.6131168332648 36.75467854029585 48761.5
-116.6131014285296 36.75467851606959 48763.3
-116.61308589050424 36.75467855896868 48765.4
-116.61307026533608 36.75467867000512 48767.8
-116.6130545848608 36.75467885062272 48769.7
-116.61303885233204 36.754679114925565 48771.7
-116.61302300026068 36.75467945925785 48774.6
-116.61300717922614 36.75467988030084 48777.0
-116.61299139606103 36.75468037017095 48778.4
-116.6129754904816 36.75468092741114 48780.9
-116.61295951727024 36.75468152589223 48783.7
-116.61294341816534 36.75468215225759 48785.1
-116.61292732460365 36.754682786895934 48786.9
-116.61291117889172 36.754683421142765 48789.2
-116.61289507252076 36.75468405166164 48791.7
-116.61287889140486 36.754684687272864 48794.4
-116.61286271672247 36.754685331385495 48797.1
-116.61284649630552 36.754685999599765 48799.0
-116.61283035638048 36.754686695863455 48801.4
-116.61281424077085 36.754687431337736 48804.0
-116.61279822782454 36.75468820705439 48805.7
-116.61278219008754 36.75468903126078 48807.6
-116.6127661953942 36.75468988041087 48810.1
-116.61275019695854 36.75469074128134 48813.0
-116.6127343146782 36.75469159045743 48816.1
-116.6127185428244 36.75469240725447 48818.3
-116.6127027442322 36.75469318992334 48820.4
-116.61268697685392 36.75469393177703 48823.0
-116.61267117999142 36.75469463940978 48825.9
-116.612655503345 36.75469530743904 48829.1
-116.61263988240584 36.75469594889015 48831.6
-116.6126243680046 36.75469656246223 48833.2
-116.61260881685828 36.75469715362494 48835.6
-116.6125932829358 36.75469771650052 48838.3
-116.61257768695208 36.75469826605984 48840.6
-116.61256212959825 36.7546988106363 48843.3
-116.6125465375082 36.75469936116546 48846.2
-116.61253096831956 36.75469992311545 48848.4
-116.61251531722188 36.754700505257055 48850.5
-116.61249966884496 36.75470111058302 48852.8
-116.61248398680182 36.75470174368321 48853.8
-116.61246842250463 36.754702404560966 48855.5
-116.61245291893331 36.75470308937334 48858.6
-116.61243755250251 36.7547037925842 48860.1
-116.61242219979393 36.75470452559477 48860.7
-116.61240690428022 36.75470529994728 48862.5
-116.61239163033846 36.75470611848904 48864.8
-116.61237631520524 36.75470699190139 48867.2
-116.6123610985354 36.7547079190585 48870.1
-116.61234592651653 36.75470892100322 48872.7
-116.61233084770576 36.75470998811038 48875.0
-116.61231575305106 36.75471112409373 48877.1
-116.61230071667752 36.754712316025405 48879.2
-116.61228568046812 36.75471357043816 48881.3
-116.61227075459809 36.754714861014136 48883.3
-116.61225595598142 36.75471616817783 48884.7
-116.61224116337404 36.75471747960714 48886.1
-116.61222643715588 36.75471875856861 48888.6
-116.61221170667292 36.754719982971984 48890.9
-116.61219706699536 36.75472111165565 48892.4
-116.61218242123176 36.75472212727622 48894.8
-116.61216785334688 36.754723000600016 48897.5
-116.61215325871716 36.75472377348762 48900.1
-116.61213866011678 36.75472447106591 48902.0
-116.61212398568875 36.754725121015866 48904.0
-116.61210934610456 36.754725736345016 48906.2
-116.61209466460797 36.75472634047272 48908.2
-116.61207998579584 36.75472693894644 48910.1
-116.61206519986952 36.75472754468254 48911.9
-116.61205037182388 36.75472816435522 48914.4
